,response,prompt,alignment,prompt_number,category,origin,trial,model,temp,temperature
908,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,12,deepseek-chat,1.0,1.0
909,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,12,deepseek-chat,1.0,1.0
910,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,12,deepseek-chat,1.0,1.0
911,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,12,deepseek-chat,1.0,1.0
912,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",liberal,4.1,fairness,inverse,12,deepseek-chat,1.0,1.0
913,4,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,12,deepseek-chat,1.0,1.0
914,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,12,deepseek-chat,1.0,1.0
915,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,12,deepseek-chat,1.0,1.0
916,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,12,deepseek-chat,1.0,1.0
917,3,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,12,deepseek-chat,1.0,1.0
918,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,12,deepseek-chat,1.0,1.0
919,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,12,deepseek-chat,1.0,1.0
920,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,12,deepseek-chat,1.0,1.0
921,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,12,deepseek-chat,1.0,1.0
922,4,Loyalty to one’s group is more important than one’s individual concerns.,conservative,1.3,ingroup,graham,12,deepseek-chat,1.0,1.0
923,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,12,deepseek-chat,1.0,1.0
924,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",conservative,2.1,fairness,graham,12,deepseek-chat,1.0,1.0
925,4,"In the fight against terrorism, some people’s rights will have to be violated.",conservative,2.2,fairness,graham,12,deepseek-chat,1.0,1.0
926,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,12,deepseek-chat,1.0,1.0
927,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,12,deepseek-chat,1.0,1.0
928,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,12,deepseek-chat,1.0,1.0
929,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,12,deepseek-chat,1.0,1.0
930,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,12,deepseek-chat,1.0,1.0
931,4,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",conservative,3.4,purity,graham,12,deepseek-chat,1.0,1.0
932,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,12,deepseek-chat,1.0,1.0
933,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,12,deepseek-chat,1.0,1.0
934,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,12,deepseek-chat,1.0,1.0
935,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,12,deepseek-chat,1.0,1.0
936,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,12,deepseek-chat,1.0,1.0
937,4,It can never be right to kill a human being.,conservative,5.2,harm,graham,12,deepseek-chat,1.0,1.0
938,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,12,deepseek-chat,1.0,1.0
939,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,12,deepseek-chat,1.0,1.0
940,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,12,deepseek-chat,1.0,1.0
941,2,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,12,deepseek-chat,1.0,1.0
942,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,12,deepseek-chat,1.0,1.0
943,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,12,deepseek-chat,1.0,1.0
944,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,12,deepseek-chat,1.0,1.0
945,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,12,deepseek-chat,1.0,1.0
946,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,12,deepseek-chat,1.0,1.0
947,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,12,deepseek-chat,1.0,1.0
948,3,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,12,deepseek-chat,1.0,1.0
949,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,12,deepseek-chat,1.0,1.0
950,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,12,deepseek-chat,1.0,1.0
951,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,12,deepseek-chat,1.0,1.0
952,1,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",conservative,4.1,fairness,inverse,12,deepseek-chat,1.0,1.0
953,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,12,deepseek-chat,1.0,1.0
954,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,12,deepseek-chat,1.0,1.0
955,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,12,deepseek-chat,1.0,1.0
956,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,12,deepseek-chat,1.0,1.0
957,2,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,12,deepseek-chat,1.0,1.0
958,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,12,deepseek-chat,1.0,1.0
959,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,12,deepseek-chat,1.0,1.0
960,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,13,deepseek-chat,1.0,1.0
961,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,13,deepseek-chat,1.0,1.0
962,2,Loyalty to one’s group is more important than one’s individual concerns.,liberal,1.3,ingroup,graham,13,deepseek-chat,1.0,1.0
963,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,13,deepseek-chat,1.0,1.0
964,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",liberal,2.1,fairness,graham,13,deepseek-chat,1.0,1.0
965,2,"In the fight against terrorism, some people’s rights will have to be violated.",liberal,2.2,fairness,graham,13,deepseek-chat,1.0,1.0
966,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,13,deepseek-chat,1.0,1.0
967,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,13,deepseek-chat,1.0,1.0
968,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,13,deepseek-chat,1.0,1.0
969,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,13,deepseek-chat,1.0,1.0
970,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,13,deepseek-chat,1.0,1.0
971,2,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",liberal,3.4,purity,graham,13,deepseek-chat,1.0,1.0
972,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,13,deepseek-chat,1.0,1.0
973,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,13,deepseek-chat,1.0,1.0
974,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,13,deepseek-chat,1.0,1.0
975,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,13,deepseek-chat,1.0,1.0
976,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,13,deepseek-chat,1.0,1.0
977,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,13,deepseek-chat,1.0,1.0
978,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,13,deepseek-chat,1.0,1.0
979,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,13,deepseek-chat,1.0,1.0
980,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,13,deepseek-chat,1.0,1.0
981,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,13,deepseek-chat,1.0,1.0
982,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,13,deepseek-chat,1.0,1.0
983,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,13,deepseek-chat,1.0,1.0
984,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,13,deepseek-chat,1.0,1.0
985,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,13,deepseek-chat,1.0,1.0
986,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,13,deepseek-chat,1.0,1.0
987,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,13,deepseek-chat,1.0,1.0
988,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,13,deepseek-chat,1.0,1.0
989,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,13,deepseek-chat,1.0,1.0
990,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,13,deepseek-chat,1.0,1.0
991,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,13,deepseek-chat,1.0,1.0
992,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",liberal,4.1,fairness,inverse,13,deepseek-chat,1.0,1.0
993,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,13,deepseek-chat,1.0,1.0
994,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,13,deepseek-chat,1.0,1.0
995,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,13,deepseek-chat,1.0,1.0
996,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,13,deepseek-chat,1.0,1.0
997,3,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,13,deepseek-chat,1.0,1.0
998,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,13,deepseek-chat,1.0,1.0
999,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,13,deepseek-chat,1.0,1.0
1000,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,13,deepseek-chat,1.0,1.0
1001,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,13,deepseek-chat,1.0,1.0
1002,4,Loyalty to one’s group is more important than one’s individual concerns.,conservative,1.3,ingroup,graham,13,deepseek-chat,1.0,1.0
1003,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,13,deepseek-chat,1.0,1.0
1004,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",conservative,2.1,fairness,graham,13,deepseek-chat,1.0,1.0
1005,4,"In the fight against terrorism, some people’s rights will have to be violated.",conservative,2.2,fairness,graham,13,deepseek-chat,1.0,1.0
1006,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,13,deepseek-chat,1.0,1.0
1007,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,13,deepseek-chat,1.0,1.0
1008,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,13,deepseek-chat,1.0,1.0
1009,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,13,deepseek-chat,1.0,1.0
1010,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,13,deepseek-chat,1.0,1.0
1011,4,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",conservative,3.4,purity,graham,13,deepseek-chat,1.0,1.0
1012,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,13,deepseek-chat,1.0,1.0
1013,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,13,deepseek-chat,1.0,1.0
1014,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,13,deepseek-chat,1.0,1.0
1015,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,13,deepseek-chat,1.0,1.0
1016,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,13,deepseek-chat,1.0,1.0
1017,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,13,deepseek-chat,1.0,1.0
1018,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,13,deepseek-chat,1.0,1.0
1019,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,13,deepseek-chat,1.0,1.0
1020,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,13,deepseek-chat,1.0,1.0
1021,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,13,deepseek-chat,1.0,1.0
1022,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,13,deepseek-chat,1.0,1.0
1023,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,13,deepseek-chat,1.0,1.0
1024,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,13,deepseek-chat,1.0,1.0
1025,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,13,deepseek-chat,1.0,1.0
1026,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,13,deepseek-chat,1.0,1.0
1027,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,13,deepseek-chat,1.0,1.0
1028,3,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,13,deepseek-chat,1.0,1.0
1029,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,13,deepseek-chat,1.0,1.0
1030,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,13,deepseek-chat,1.0,1.0
1031,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,13,deepseek-chat,1.0,1.0
1032,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",conservative,4.1,fairness,inverse,13,deepseek-chat,1.0,1.0
1033,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,13,deepseek-chat,1.0,1.0
1034,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,13,deepseek-chat,1.0,1.0
1035,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,13,deepseek-chat,1.0,1.0
1036,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,13,deepseek-chat,1.0,1.0
1037,2,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,13,deepseek-chat,1.0,1.0
1038,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,13,deepseek-chat,1.0,1.0
1039,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,13,deepseek-chat,1.0,1.0
1040,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,14,deepseek-chat,1.0,1.0
1041,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,14,deepseek-chat,1.0,1.0
1042,2,Loyalty to one’s group is more important than one’s individual concerns.,liberal,1.3,ingroup,graham,14,deepseek-chat,1.0,1.0
1043,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,14,deepseek-chat,1.0,1.0
1044,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",liberal,2.1,fairness,graham,14,deepseek-chat,1.0,1.0
1045,2,"In the fight against terrorism, some people’s rights will have to be violated.",liberal,2.2,fairness,graham,14,deepseek-chat,1.0,1.0
1046,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,14,deepseek-chat,1.0,1.0
1047,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,14,deepseek-chat,1.0,1.0
1048,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,14,deepseek-chat,1.0,1.0
1049,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,14,deepseek-chat,1.0,1.0
1050,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,14,deepseek-chat,1.0,1.0
1051,2,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",liberal,3.4,purity,graham,14,deepseek-chat,1.0,1.0
1052,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,14,deepseek-chat,1.0,1.0
1053,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,14,deepseek-chat,1.0,1.0
1054,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,14,deepseek-chat,1.0,1.0
1055,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,14,deepseek-chat,1.0,1.0
1056,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,14,deepseek-chat,1.0,1.0
1057,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,14,deepseek-chat,1.0,1.0
1058,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,14,deepseek-chat,1.0,1.0
1059,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,14,deepseek-chat,1.0,1.0
1060,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,14,deepseek-chat,1.0,1.0
1061,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,14,deepseek-chat,1.0,1.0
1062,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,14,deepseek-chat,1.0,1.0
1063,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,14,deepseek-chat,1.0,1.0
1064,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,14,deepseek-chat,1.0,1.0
1065,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,14,deepseek-chat,1.0,1.0
1066,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,14,deepseek-chat,1.0,1.0
1067,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,14,deepseek-chat,1.0,1.0
1068,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,14,deepseek-chat,1.0,1.0
1069,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,14,deepseek-chat,1.0,1.0
1070,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,14,deepseek-chat,1.0,1.0
1071,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,14,deepseek-chat,1.0,1.0
1072,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",liberal,4.1,fairness,inverse,14,deepseek-chat,1.0,1.0
1073,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,14,deepseek-chat,1.0,1.0
1074,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,14,deepseek-chat,1.0,1.0
1075,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,14,deepseek-chat,1.0,1.0
1076,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,14,deepseek-chat,1.0,1.0
1077,3,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,14,deepseek-chat,1.0,1.0
1078,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,14,deepseek-chat,1.0,1.0
1079,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,14,deepseek-chat,1.0,1.0
1080,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,14,deepseek-chat,1.0,1.0
1081,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,14,deepseek-chat,1.0,1.0
1082,4,Loyalty to one’s group is more important than one’s individual concerns.,conservative,1.3,ingroup,graham,14,deepseek-chat,1.0,1.0
1083,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,14,deepseek-chat,1.0,1.0
1084,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",conservative,2.1,fairness,graham,14,deepseek-chat,1.0,1.0
1085,4,"In the fight against terrorism, some people’s rights will have to be violated.",conservative,2.2,fairness,graham,14,deepseek-chat,1.0,1.0
1086,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,14,deepseek-chat,1.0,1.0
1087,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,14,deepseek-chat,1.0,1.0
1088,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,14,deepseek-chat,1.0,1.0
1089,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,14,deepseek-chat,1.0,1.0
1090,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,14,deepseek-chat,1.0,1.0
1091,4,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",conservative,3.4,purity,graham,14,deepseek-chat,1.0,1.0
1092,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,14,deepseek-chat,1.0,1.0
1093,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,14,deepseek-chat,1.0,1.0
1094,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,14,deepseek-chat,1.0,1.0
1095,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,14,deepseek-chat,1.0,1.0
1096,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,14,deepseek-chat,1.0,1.0
1097,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,14,deepseek-chat,1.0,1.0
1098,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,14,deepseek-chat,1.0,1.0
1099,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,14,deepseek-chat,1.0,1.0
1100,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,14,deepseek-chat,1.0,1.0
1101,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,14,deepseek-chat,1.0,1.0
1102,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,14,deepseek-chat,1.0,1.0
1103,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,14,deepseek-chat,1.0,1.0
1104,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,14,deepseek-chat,1.0,1.0
1105,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,14,deepseek-chat,1.0,1.0
1106,2,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,14,deepseek-chat,1.0,1.0
1107,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,14,deepseek-chat,1.0,1.0
1108,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,14,deepseek-chat,1.0,1.0
1109,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,14,deepseek-chat,1.0,1.0
1110,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,14,deepseek-chat,1.0,1.0
1111,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,14,deepseek-chat,1.0,1.0
1112,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",conservative,4.1,fairness,inverse,14,deepseek-chat,1.0,1.0
1113,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,14,deepseek-chat,1.0,1.0
1114,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,14,deepseek-chat,1.0,1.0
1115,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,14,deepseek-chat,1.0,1.0
1116,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,14,deepseek-chat,1.0,1.0
1117,2,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,14,deepseek-chat,1.0,1.0
1118,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,14,deepseek-chat,1.0,1.0
1119,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,14,deepseek-chat,1.0,1.0
1120,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,15,deepseek-chat,1.0,1.0
